"dim_1","dim_2","gene"
69,2765,"Col4a1"
69,2775,"PB1_701P"
70,148,"Col4a2"
70,613,"PB1-P701H"
70,705,"PB1-P701H"
70,1350,"PB1_701P"
70,1812,"Col4a1"
70,1862,"Fn1"
70,1912,"PB1_701P"
70,1925,"PB1_701P"
70,1984,"PB1-P701H"
70,2648,"PB1-P701H"
70,2837,"PB1_701P"
71,53,"Fn1"
71,61,"Lamc1"
71,85,"PB1_701P"
71,185,"Col4a1"
71,317,"Fn1"
71,553,"PB1-P701H"
71,727,"PB1_701P"
71,731,"PB1-P701H"
71,1227,"Col4a2"
71,1334,"PB1_701P"
71,1895,"PB1_701P"
71,2073,"PB1_701P"
71,2153,"Lamc1"
71,2201,"PB1-P701H"
71,2311,"PB1-P701H"
71,2434,"Col4a1"
71,2542,"PB1_701P"
71,2630,"Ifit3"
71,2758,"PB1_701P"
71,2833,"Col4a1"
72,250,"PB1_701P"
72,309,"PB1-P701H"
72,530,"Col4a1"
72,616,"PB1_701P"
72,721,"PB1_701P"
72,964,"PB1_701P"
72,1316,"PB1_701P"
72,1324,"PB1_701P"
72,1789,"PB1-P701H"
72,1865,"PB1-P701H"
72,1899,"Col4a2"
72,2170,"Col4a2"
72,2204,"Col4a1"
72,2305,"PB1-P701H"
72,2547,"PB1-P701H"
72,2556,"PB1_701P"
72,2650,"Ifit3"
72,2812,"PB1_701P"
73,178,"PB1_701P"
73,244,"Fn1"
73,268,"Col4a2"
73,306,"PB1-P701H"
73,327,"PB1-P701H"
73,680,"PB1_701P"
73,961,"Ifit2"
73,1027,"PB1_701P"
73,1353,"PB1_701P"
73,1882,"PB1-P701H"
73,1955,"Col4a1"
73,2211,"PB1_701P"
73,2317,"Fn1"
73,2432,"PB1_701P"
73,2647,"PB1-P701H"
73,2754,"PB1-P701H"
73,2771,"PB1-P701H"
73,2851,"Fn1"
74,226,"PB1-P701H"
74,311,"PB1-P701H"
74,325,"Lamc1"
74,466,"PB1-P701H"
74,505,"Col4a2"
74,601,"Lamc1"
74,639,"PB1-P701H"
74,1022,"unknow"
74,1043,"Col4a2"
74,1208,"PB1_701P"
74,1374,"Col4a1"
74,1429,"Col4a2"
74,1450,"Lamc1"
74,1864,"Fn1"
74,1887,"PB1-P701H"
74,2067,"Ifit2"
74,2291,"Col4a1"
74,2314,"Fn1"
74,2826,"Col4a1"
74,2849,"Col4a1"
75,34,"PB1-P701H"
75,79,"PB1-P701H"
75,245,"PB1-P701H"
75,322,"Fn1"
75,329,"PB1-P701H"
75,478,"Col4a2"
75,496,"PB1-P701H"
75,571,"PB1-P701H"
75,592,"PB1-P701H"
75,623,"Col4a1"
75,644,"Col4a2"
75,1038,"PB1_701P"
75,1336,"Col4a2"
75,1360,"Col4a1"
75,1422,"PB1_701P"
75,1666,"Col4a2"
75,1904,"Col4a2"
75,2165,"Col4a2"
75,2384,"Col4a2"
75,2436,"Col4a1"
75,2536,"Ifit2"
75,2551,"PB1-P701H"
75,2641,"PB1-P701H"
75,2651,"Ifit2"
75,2761,"PB1_701P"
75,2777,"PB1_701P"
75,2841,"Col4a1"
75,2844,"PB1_701P"
76,231,"PB1-P701H"
76,254,"PB1-P701H"
76,280,"Col4a2"
76,458,"Fn1"
76,467,"PB1-P701H"
76,582,"PB1-P701H"
76,612,"Lamc1"
76,634,"Ifit2"
76,1027,"PB1_701P"
76,1348,"PB1_701P"
76,1351,"PB1_701P"
76,1415,"Lamc1"
76,1985,"Col4a2"
76,2181,"PB1_701P"
76,2310,"Fn1"
76,2389,"unknow"
76,2548,"PB1-P701H"
76,2625,"Col4a1"
76,2810,"PB1_701P"
77,27,"PB1_701P"
77,52,"PB1-P701H"
77,257,"PB1-P701H"
77,284,"PB1-P701H"
77,294,"Fn1"
77,301,"PB1-P701H"
77,484,"Lamc1"
77,743,"Col4a2"
77,962,"PB1_701P"
77,968,"PB1_701P"
77,1199,"Col4a2"
77,1354,"PB1_701P"
77,1425,"Col4a2"
77,1895,"Col4a2"
77,1907,"Col4a2"
77,1911,"Col4a2"
77,2420,"PB1_701P"
77,2539,"PB1_701P"
77,2566,"PB1-P701H"
77,2571,"PB1_701P"
77,2764,"PB1_701P"
77,2801,"Col4a2"
78,32,"PB1-P701H"
78,308,"Fn1"
78,362,"PB1_701P"
78,456,"PB1-P701H"
78,481,"Lamc1"
78,489,"Col4a1"
78,492,"Col4a1"
78,596,"PB1-P701H"
78,720,"PB1_701P"
78,1000,"unknow"
78,1004,"PB1_701P"
78,1327,"PB1_701P"
78,1330,"Lamc1"
78,1370,"Ifit2"
78,1544,"PB1_701P"
78,1818,"PB1-P701H"
78,1873,"PB1-P701H"
78,1915,"Col4a2"
78,1985,"Col4a2"
78,2506,"Lamc1"
78,2754,"Col4a1"
78,2784,"PB1-P701H"
79,34,"unknow"
79,44,"Col4a2"
79,230,"PB1-P701H"
79,251,"PB1-P701H"
79,305,"Fn1"
79,475,"PB1_701P"
79,605,"Fn1"
79,613,"PB1_701P"
79,623,"Col4a2"
79,637,"PB1_701P"
79,952,"PB1_701P"
79,994,"Fn1"
79,996,"PB1-P701H"
79,1362,"PB1_701P"
79,1420,"PB1-P701H"
79,1486,"Col4a1"
79,1496,"PB1_701P"
79,1549,"PB1_701P"
79,1889,"Col4a2"
79,1899,"PB1_701P"
79,2265,"Ifit2"
79,2376,"Fn1"
79,2421,"PB1_701P"
79,2553,"Lamc1"
79,2810,"Col4a2"
80,37,"PB1_701P"
80,359,"PB1_701P"
80,439,"PB1_701P"
80,473,"PB1_701P"
80,594,"PB1-P701H"
80,626,"PB1_701P"
80,639,"Col4a2"
80,1002,"PB1-P701H"
80,1493,"PB1_701P"
80,1770,"Col4a2"
80,1892,"PB1_701P"
80,2536,"PB1_701P"
80,2638,"PB1_701P"
80,2650,"Col4a1"
80,2758,"PB1_701P"
80,2769,"PB1-P701H"
80,2789,"PB1_701P"
80,2824,"PB1_701P"
81,27,"PB1-P701H"
81,72,"PB1_701P"
81,268,"PB1_701P"
81,470,"unknow"
81,496,"PB1_701P"
81,620,"unknow"
81,635,"Col4a1"
81,710,"PB1-P701H"
81,951,"Col4a1"
81,1308,"Lamc1"
81,1413,"PB1-P701H"
81,1434,"PB1-P701H"
81,1918,"PB1_701P"
81,2019,"PB1_701P"
81,2181,"PB1_701P"
81,2453,"Col4a2"
81,2733,"Ifit3"
81,2793,"PB1_701P"
81,2867,"Fn1"
82,260,"PB1_701P"
82,282,"Lamc1"
82,430,"PB1_701P"
82,440,"PB1-P701H"
82,603,"Fn1"
82,691,"PB1_701P"
82,958,"Col4a1"
82,1156,"Col4a1"
82,1366,"PB1_701P"
82,1432,"PB1-P701H"
82,1470,"Col4a2"
82,1586,"Fn1"
82,1769,"Col4a2"
82,1810,"PB1_701P"
82,1822,"PB1_701P"
82,1834,"PB1_701P"
82,1874,"PB1_701P"
82,1889,"PB1_701P"
82,1942,"Col4a1"
82,2024,"PB1_701P"
82,2207,"Lamc1"
82,2312,"Ifit2"
82,2444,"Col4a1"
82,2539,"Lamc1"
82,2761,"PB1-P701H"
82,2765,"PB1-P701H"
82,2819,"PB1_701P"
82,2854,"PB1-P701H"
83,54,"PB1_701P"
83,582,"PB1-P701H"
83,617,"PB1_701P"
83,656,"PB1_701P"
83,697,"PB1_701P"
83,701,"PB1-P701H"
83,1019,"Lamc1"
83,1322,"PB1_701P"
83,1371,"PB1_701P"
83,1816,"PB1_701P"
83,1819,"PB1_701P"
83,1825,"PB1_701P"
83,1828,"PB1_701P"
83,1910,"PB1_701P"
83,2294,"PB1-P701H"
83,2342,"PB1_701P"
83,2434,"PB1-P701H"
83,2436,"PB1_701P"
83,2448,"Col4a1"
83,2505,"Col4a1"
83,2639,"unknow"
83,2645,"PB1_701P"
83,2648,"Fn1"
83,2655,"Fn1"
83,2747,"PB1_701P"
84,36,"PB1_701P"
84,243,"Lamc1"
84,492,"Lamc1"
84,682,"PB1_701P"
84,1317,"PB1_701P"
84,1552,"PB1_701P"
84,1892,"PB1_701P"
84,2026,"Ifit2"
84,2031,"PB1_701P"
84,2313,"PB1-P701H"
84,2317,"PB1-P701H"
84,2321,"PB1-P701H"
84,2394,"PB1-P701H"
84,2396,"PB1-P701H"
84,2495,"Col4a1"
84,2510,"Col4a1"
84,2536,"Lamc1"
84,2555,"Ifit3"
84,2581,"Col4a2"
84,2624,"Col4a1"
84,2629,"PB1_701P"
84,2650,"unknow"
84,2825,"PB1_701P"
85,28,"PB1-P701H"
85,32,"Ifit2"
85,256,"PB1_701P"
85,377,"Fn1"
85,431,"PB1_701P"
85,470,"PB1_701P"
85,498,"PB1_701P"
85,652,"PB1_701P"
85,703,"PB1_701P"
85,710,"Fn1"
85,1019,"Lamc1"
85,1363,"PB1_701P"
85,1884,"Col4a2"
85,1943,"PB1-P701H"
85,2006,"PB1_701P"
85,2029,"PB1_701P"
85,2034,"PB1_701P"
85,2181,"PB1_701P"
85,2201,"unknow"
85,2343,"unknow"
85,2389,"Ifit2"
85,2498,"Col4a1"
85,2550,"Col4a1"
85,2758,"PB1_701P"
85,2791,"PB1_701P"
85,2798,"Col4a1"
85,2858,"unknow"
86,253,"PB1_701P"
86,334,"PB1_701P"
86,356,"PB1_701P"
86,443,"PB1-P701H"
86,618,"PB1-P701H"
86,949,"PB1_701P"
86,1357,"PB1_701P"
86,1557,"Ifit2"
86,1779,"PB1_701P"
86,1821,"Col4a1"
86,1887,"PB1_701P"
86,1897,"Col4a2"
86,2013,"PB1-P701H"
86,2038,"PB1_701P"
86,2167,"PB1_701P"
86,2209,"Col4a1"
86,2306,"Fn1"
86,2443,"PB1_701P"
86,2639,"PB1-P701H"
86,2855,"PB1-P701H"
87,243,"Ifit3"
87,467,"PB1_701P"
87,503,"Col4a1"
87,621,"PB1_701P"
87,630,"PB1_701P"
87,655,"PB1_701P"
87,967,"Lamc1"
87,1388,"Col4a2"
87,1420,"Fn1"
87,1426,"Fn1"
87,1842,"Col4a2"
87,1901,"Col4a2"
87,2042,"PB1_701P"
87,2309,"Fn1"
87,2335,"PB1_701P"
87,2436,"PB1_701P"
87,2493,"Lamc1"
87,2627,"PB1_701P"
87,2636,"Col4a1"
87,2773,"Col4a1"
87,2818,"PB1_701P"
87,2822,"Col4a2"
87,2849,"PB1-P701H"
88,181,"PB1_701P"
88,200,"Col4a2"
88,360,"PB1_701P"
88,430,"PB1-P701H"
88,441,"PB1-P701H"
88,480,"Col4a2"
88,651,"PB1_701P"
88,709,"Fn1"
88,937,"Ifit3"
88,1377,"Lamc1"
88,1431,"PB1-P701H"
88,1447,"Ifit2"
88,1838,"PB1_701P"
88,1933,"Col4a1"
88,2439,"PB1_701P"
88,2442,"PB1_701P"
88,2535,"Col4a1"
88,2649,"PB1-P701H"
88,2766,"Col4a1"
88,2795,"PB1_701P"
89,66,"Col4a2"
89,84,"PB1_701P"
89,90,"Col4a2"
89,268,"PB1_701P"
89,331,"PB1_701P"
89,497,"PB1_701P"
89,674,"Col4a2"
89,958,"Lamc1"
89,1136,"Col4a2"
89,1352,"PB1_701P"
89,1413,"PB1-P701H"
89,1830,"PB1_701P"
89,1849,"PB1_701P"
89,1993,"PB1-P701H"
89,2015,"PB1_701P"
89,2312,"PB1-P701H"
89,2314,"PB1-P701H"
89,2380,"Fn1"
89,2512,"PB1_701P"
89,2518,"PB1_701P"
89,2555,"Ifit2"
89,2558,"Col4a1"
89,2613,"PB1_701P"
89,2622,"Ifit2"
89,2791,"Col4a1"
89,2866,"PB1-P701H"
90,192,"Col4a2"
90,272,"Col4a2"
90,620,"PB1_701P"
90,662,"PB1_701P"
90,707,"Fn1"
90,713,"PB1_701P"
90,979,"Fn1"
90,1355,"Col4a2"
90,1389,"Col4a2"
90,1419,"PB1-P701H"
90,1859,"PB1_701P"
90,2019,"PB1_701P"
90,2033,"PB1_701P"
90,2213,"PB1_701P"
90,2298,"PB1-P701H"
90,2318,"Fn1"
90,2345,"PB1_701P"
90,2367,"Fn1"
90,2565,"Lamc1"
90,2642,"Col4a1"
90,2855,"Col4a1"
91,41,"Fn1"
91,60,"unknow"
91,180,"Col4a2"
91,702,"PB1_701P"
91,956,"PB1-P701H"
91,1218,"Lamc1"
91,1364,"Col4a2"
91,1370,"PB1_701P"
91,1427,"Fn1"
91,1846,"PB1_701P"
91,1894,"Col4a2"
91,2010,"PB1_701P"
91,2294,"PB1-P701H"
91,2420,"Ifit3"
91,2510,"Col4a2"
91,2769,"PB1_701P"
92,141,"PB1_701P"
92,184,"Col4a2"
92,267,"Col4a1"
92,269,"PB1_701P"
92,320,"PB1-P701H"
92,335,"Fn1"
92,465,"PB1_701P"
92,513,"PB1_701P"
92,646,"PB1_701P"
92,1121,"PB1_701P"
92,1358,"PB1_701P"
92,1417,"PB1_701P"
92,1550,"Fn1"
92,1840,"Col4a1"
92,1898,"Col4a2"
92,2014,"PB1_701P"
92,2021,"PB1_701P"
92,2464,"PB1-P701H"
92,2582,"PB1_701P"
92,2779,"PB1_701P"
92,2818,"Col4a2"
92,2841,"PB1_701P"
92,2863,"PB1-P701H"
93,40,"PB1-P701H"
93,228,"PB1_701P"
93,235,"PB1_701P"
93,276,"Col4a2"
93,353,"PB1_701P"
93,468,"PB1-P701H"
93,479,"Col4a2"
93,984,"Ifit2"
93,991,"Col4a1"
93,1374,"PB1_701P"
93,1410,"PB1-P701H"
93,1430,"PB1-P701H"
93,1486,"Fn1"
93,1622,"Lamc1"
93,1848,"PB1_701P"
93,1854,"PB1_701P"
93,2164,"Col4a2"
93,2203,"PB1_701P"
93,2211,"PB1-P701H"
93,2586,"Col4a2"
93,2637,"Lamc1"
93,2827,"unknow"
93,2845,"Col4a1"
93,2848,"PB1-P701H"
93,2867,"Ifit3"
94,163,"Col4a2"
94,167,"PB1_701P"
94,185,"Col4a2"
94,231,"PB1_701P"
94,259,"PB1_701P"
94,358,"Col4a1"
94,392,"Col4a2"
94,516,"PB1_701P"
94,519,"Col4a2"
94,1361,"PB1_701P"
94,1835,"Col4a2"
94,1859,"PB1_701P"
94,2338,"Col4a1"
94,2420,"Ifit3"
94,2776,"PB1-P701H"
94,2824,"PB1_701P"
95,79,"PB1_701P"
95,275,"Col4a2"
95,345,"PB1_701P"
95,455,"PB1-P701H"
95,479,"PB1_701P"
95,512,"PB1_701P"
95,610,"PB1_701P"
95,616,"Col4a2"
95,646,"Col4a2"
95,664,"Lamc1"
95,674,"Col4a2"
95,710,"PB1-P701H"
95,974,"PB1-P701H"
95,1119,"Col4a2"
95,1348,"PB1_701P"
95,1364,"Ifit2"
95,1369,"PB1_701P"
95,1390,"PB1_701P"
95,1433,"PB1-P701H"
95,1842,"PB1_701P"
95,1884,"PB1_701P"
95,2160,"Col4a2"
95,2385,"Fn1"
95,2498,"PB1_701P"
95,2507,"Col4a1"
95,2563,"PB1_701P"
95,2568,"Lamc1"
95,2853,"PB1-P701H"
96,54,"Col4a1"
96,70,"PB1_701P"
96,176,"Col4a2"
96,236,"PB1_701P"
96,287,"Ifit3"
96,338,"Col4a2"
96,341,"PB1_701P"
96,441,"PB1-P701H"
96,453,"PB1-P701H"
96,532,"Lamc1"
96,633,"PB1_701P"
96,744,"PB1-P701H"
96,997,"PB1_701P"
96,1493,"Lamc1"
96,1845,"Ifit2"
96,1854,"PB1_701P"
96,2166,"unknow"
96,2578,"PB1_701P"
96,2796,"PB1-P701H"
96,2830,"PB1_701P"
97,102,"Ifit3"
97,138,"PB1_701P"
97,239,"PB1_701P"
97,250,"PB1_701P"
97,258,"Col4a2"
97,272,"PB1_701P"
97,282,"Fn1"
97,516,"Col4a2"
97,614,"Col4a2"
97,625,"PB1_701P"
97,702,"PB1_701P"
97,1002,"PB1_701P"
97,1055,"PB1_701P"
97,1152,"Col4a2"
97,1225,"PB1_701P"
97,1352,"Col4a2"
97,1484,"PB1_701P"
97,1887,"PB1_701P"
97,1951,"PB1-P701H"
97,2153,"Lamc1"
97,2174,"Col4a2"
97,2510,"Col4a2"
97,2618,"PB1_701P"
97,2833,"PB1-P701H"
97,2859,"PB1-P701H"
98,33,"Lamc1"
98,72,"PB1_701P"
98,183,"PB1_701P"
98,285,"Ifit3"
98,360,"PB1_701P"
98,1173,"PB1-P701H"
98,1437,"Fn1"
98,1475,"PB1-P701H"
98,1851,"unknow"
98,1872,"PB1_701P"
98,1876,"PB1_701P"
98,1878,"PB1_701P"
98,2169,"Col4a2"
98,2215,"Col4a2"
98,2419,"PB1_701P"
98,2439,"Col4a1"
98,2504,"PB1_701P"
98,2650,"Ifit3"
98,2849,"Ifit3"
99,174,"PB1_701P"
99,305,"PB1-P701H"
99,341,"PB1_701P"
99,344,"PB1_701P"
99,416,"Col4a2"
99,433,"Col4a1"
99,505,"Col4a2"
99,959,"Ifit2"
99,964,"PB1-P701H"
99,1358,"Col4a2"
99,1363,"PB1_701P"
99,1371,"Lamc1"
99,1435,"Fn1"
99,1491,"Lamc1"
99,1496,"PB1_701P"
99,1863,"PB1_701P"
99,2236,"Col4a2"
99,2345,"PB1_701P"
99,2374,"Fn1"
99,2442,"Ifit2"
99,2445,"Ifit2"
99,2501,"PB1_701P"
99,2551,"PB1-P701H"
99,2573,"Ifit2"
99,2780,"PB1_701P"
99,2823,"Col4a1"
99,2836,"PB1-P701H"
100,85,"Fn1"
100,185,"Col4a2"
100,274,"Ifit2"
100,350,"Ifit2"
100,519,"PB1_701P"
100,680,"PB1_701P"
100,977,"PB1-P701H"
100,982,"PB1-P701H"
100,1012,"Col4a2"
100,1115,"Col4a2"
100,1398,"PB1-P701H"
100,1881,"PB1_701P"
100,1884,"Col4a2"
100,1893,"Ifit3"
100,1905,"Col4a1"
100,1982,"Lamc1"
100,2438,"PB1_701P"
100,2610,"PB1_701P"
100,2759,"Col4a2"
100,2792,"Ifit3"
101,382,"PB1_701P"
101,495,"PB1_701P"
101,528,"Col4a2"
101,630,"Lamc1"
101,634,"PB1_701P"
101,662,"Col4a1"
101,722,"PB1_701P"
101,1361,"Lamc1"
101,1433,"Fn1"
101,1506,"Lamc1"
101,1847,"unknow"
101,1854,"PB1_701P"
101,1875,"PB1_701P"
101,1897,"Ifit3"
101,2153,"Col4a2"
101,2162,"PB1_701P"
101,2397,"Ifit2"
101,2509,"PB1_701P"
101,2589,"PB1_701P"
101,2621,"Ifit2"
101,2776,"PB1-P701H"
102,73,"Lamc1"
102,137,"Ifit3"
102,705,"PB1_701P"
102,996,"PB1_701P"
102,1000,"PB1_701P"
102,1117,"Col4a2"
102,1343,"PB1_701P"
102,1367,"Col4a1"
102,1428,"PB1-P701H"
102,1828,"Lamc1"
102,1832,"Lamc1"
102,2156,"Col4a2"
102,2166,"Col4a2"
102,2392,"Col4a1"
102,2404,"unknow"
102,2783,"PB1-P701H"
102,2789,"PB1-P701H"
102,2849,"Fn1"
103,166,"Col4a2"
103,222,"Lamc1"
103,256,"Lamc1"
103,345,"PB1_701P"
103,379,"PB1_701P"
103,728,"PB1_701P"
103,1423,"Lamc1"
103,1437,"unknow"
103,1484,"PB1-P701H"
103,1622,"Ifit2"
103,1805,"PB1_701P"
103,1812,"Col4a2"
103,1865,"Col4a2"
103,2148,"Col4a2"
103,2176,"PB1_701P"
103,2377,"PB1-P701H"
103,2390,"Col4a1"
103,2542,"Fn1"
103,2552,"PB1_701P"
103,2787,"PB1-P701H"
103,2796,"PB1-P701H"
104,144,"Col4a1"
104,287,"Lamc1"
104,375,"PB1_701P"
104,377,"PB1_701P"
104,961,"PB1_701P"
104,1008,"PB1_701P"
104,1013,"PB1_701P"
104,1353,"PB1_701P"
104,1845,"PB1_701P"
104,1872,"Col4a1"
104,2138,"Ifit3"
104,2142,"PB1_701P"
104,2180,"Col4a2"
104,2407,"PB1_701P"
104,2514,"PB1-P701H"
104,2569,"PB1_701P"
104,2781,"PB1_701P"
104,2793,"PB1-P701H"
104,2802,"Ifit2"
104,2860,"PB1-P701H"
105,73,"Lamc1"
105,165,"Col4a2"
105,191,"Col4a2"
105,284,"Lamc1"
105,966,"PB1_701P"
105,1155,"PB1-P701H"
105,1343,"PB1_701P"
105,1350,"Col4a2"
105,1364,"Lamc1"
105,1438,"PB1-P701H"
105,1446,"PB1-P701H"
105,1491,"Ifit2"
105,1849,"PB1_701P"
105,1879,"PB1_701P"
105,2157,"PB1_701P"
105,2202,"Ifit2"
105,2287,"Col4a2"
105,2480,"PB1_701P"
105,2485,"PB1_701P"
105,2536,"Fn1"
105,2767,"Fn1"
105,2777,"unknow"
105,2791,"PB1-P701H"
106,207,"PB1_701P"
106,243,"PB1_701P"
106,483,"PB1_701P"
106,1006,"PB1-P701H"
106,1014,"PB1_701P"
106,1115,"Ifit2"
106,1207,"Col4a2"
106,1346,"PB1_701P"
106,1358,"Col4a1"
106,1433,"Fn1"
106,1853,"PB1_701P"
106,2352,"PB1_701P"
106,2419,"Ifit2"
106,2532,"PB1-P701H"
106,2762,"Fn1"
106,2820,"PB1-P701H"
107,48,"Col4a2"
107,78,"Lamc1"
107,91,"unknow"
107,248,"Col4a1"
107,303,"Fn1"
107,342,"PB1_701P"
107,627,"Lamc1"
107,669,"Lamc1"
107,1011,"PB1-P701H"
107,1148,"Ifit3"
107,1169,"Ifit3"
107,1331,"Fn1"
107,1450,"Fn1"
107,1861,"PB1_701P"
107,1871,"PB1_701P"
107,2032,"Ifit2"
107,2147,"PB1_701P"
107,2151,"PB1_701P"
107,2174,"PB1_701P"
107,2408,"PB1_701P"
107,2483,"PB1_701P"
107,2517,"PB1-P701H"
107,2577,"Lamc1"
107,2597,"PB1_701P"
107,2663,"Col4a1"
107,2758,"PB1_701P"
107,2780,"PB1_701P"
107,2811,"PB1_701P"
107,2840,"PB1_701P"
107,2862,"Fn1"
108,89,"PB1_701P"
108,94,"unknow"
108,202,"Col4a2"
108,209,"Col4a2"
108,258,"Col4a1"
108,270,"PB1_701P"
108,299,"PB1-P701H"
108,306,"Lamc1"
108,340,"PB1_701P"
108,384,"PB1_701P"
108,966,"PB1-P701H"
108,1173,"Ifit3"
108,1327,"PB1-P701H"
108,1349,"PB1_701P"
108,1424,"Lamc1"
108,1436,"PB1_701P"
108,1496,"PB1-P701H"
108,2481,"PB1_701P"
108,2789,"PB1_701P"
108,2793,"PB1-P701H"
108,2826,"Col4a1"
108,2859,"Fn1"
109,30,"PB1_701P"
109,163,"PB1_701P"
109,227,"Col4a2"
109,255,"PB1-P701H"
109,409,"Col4a1"
109,458,"PB1_701P"
109,488,"Col4a2"
109,498,"Lamc1"
109,713,"Lamc1"
109,972,"PB1_701P"
109,982,"PB1-P701H"
109,987,"PB1-P701H"
109,1355,"Lamc1"
109,1363,"Fn1"
109,1866,"PB1_701P"
109,1881,"Ifit2"
109,2139,"PB1_701P"
109,2410,"PB1_701P"
109,2524,"Lamc1"
109,2534,"PB1-P701H"
109,2538,"Fn1"
109,2542,"PB1-P701H"
109,2581,"PB1-P701H"
109,2611,"PB1_701P"
109,2665,"Ifit3"
109,2809,"PB1_701P"
109,2817,"PB1-P701H"
110,234,"PB1_701P"
110,251,"PB1-P701H"
110,407,"PB1_701P"
110,431,"Lamc1"
110,563,"PB1_701P"
110,630,"Col4a1"
110,635,"Lamc1"
110,957,"Col4a1"
110,1114,"Col4a2"
110,1348,"PB1_701P"
110,1366,"Col4a1"
110,1431,"PB1-P701H"
110,1441,"PB1-P701H"
110,1871,"PB1_701P"
110,1874,"PB1_701P"
110,1885,"Col4a1"
110,2165,"PB1_701P"
110,2321,"Ifit3"
110,2366,"Col4a1"
110,2486,"PB1-P701H"
110,2512,"Lamc1"
110,2595,"Col4a1"
110,2600,"PB1_701P"
110,2634,"Col4a1"
110,2785,"PB1-P701H"
110,2814,"PB1-P701H"
111,188,"PB1_701P"
111,224,"Col4a2"
111,229,"PB1_701P"
111,379,"PB1_701P"
111,433,"unknow"
111,435,"PB1-P701H"
111,702,"Fn1"
111,1423,"Lamc1"
111,1427,"Col4a1"
111,1984,"Lamc1"
111,2055,"Col4a1"
111,2197,"Lamc1"
111,2489,"PB1-P701H"
111,2616,"Ifit3"
111,2782,"Ifit2"
111,2793,"Col4a1"
112,86,"PB1_701P"
112,195,"PB1_701P"
112,238,"Lamc1"
112,276,"PB1-P701H"
112,308,"Col4a1"
112,409,"PB1_701P"
112,447,"PB1-P701H"
112,515,"Col4a2"
112,519,"Col4a2"
112,542,"PB1_701P"
112,566,"PB1_701P"
112,626,"Col4a1"
112,633,"Lamc1"
112,661,"Col4a2"
112,670,"Col4a1"
112,674,"Col4a2"
112,693,"Fn1"
112,726,"Fn1"
112,983,"PB1_701P"
112,987,"PB1_701P"
112,995,"PB1_701P"
112,1011,"PB1_701P"
112,1162,"PB1_701P"
112,1364,"PB1-P701H"
112,1433,"PB1-P701H"
112,1450,"Fn1"
112,1612,"Col4a1"
112,1725,"Fn1"
112,1872,"PB1_701P"
112,1970,"PB1_701P"
112,1977,"PB1-P701H"
112,2148,"PB1_701P"
112,2382,"PB1-P701H"
112,2419,"Ifit2"
112,2457,"Col4a2"
113,68,"Col4a2"
113,89,"PB1_701P"
113,700,"PB1-P701H"
113,728,"PB1-P701H"
113,1217,"Lamc1"
113,1309,"Col4a2"
113,1324,"Col4a2"
113,1336,"Ifit2"
113,1376,"Lamc1"
113,1440,"Col4a1"
113,2160,"Col4a2"
113,2318,"Ifit3"
113,2359,"Ifit2"
113,2361,"Col4a1"
113,2391,"Ifit2"
113,2405,"Fn1"
113,2414,"PB1_701P"
113,2452,"Lamc1"
113,2463,"PB1_701P"
113,2521,"PB1-P701H"
113,2531,"PB1-P701H"
113,2803,"Ifit2"
113,2809,"PB1-P701H"
114,34,"Col4a1"
114,80,"Ifit3"
114,236,"PB1_701P"
114,381,"PB1-P701H"
114,402,"PB1_701P"
114,406,"Col4a2"
114,431,"PB1_701P"
114,543,"PB1_701P"
114,555,"Ifit2"
114,673,"PB1_701P"
114,696,"Fn1"
114,980,"PB1_701P"
114,984,"PB1_701P"
114,1019,"PB1_701P"
114,1319,"PB1_701P"
114,1437,"PB1_701P"
114,1486,"Col4a2"
114,1664,"Col4a2"
114,1678,"Col4a2"
114,1852,"Fn1"
114,2020,"Col4a2"
114,2126,"PB1_701P"
114,2153,"Col4a1"
114,2351,"PB1_701P"
114,2409,"Col4a1"
114,2512,"PB1-P701H"
114,2855,"PB1-P701H"
115,122,"PB1_701P"
115,390,"Col4a2"
115,471,"Col4a1"
115,637,"Lamc1"
115,677,"PB1_701P"
115,723,"PB1-P701H"
115,955,"Col4a1"
115,1010,"PB1_701P"
115,1088,"PB1_701P"
115,1481,"PB1_701P"
115,1747,"Lamc1"
115,2173,"Col4a1"
115,2406,"PB1-P701H"
115,2469,"PB1_701P"
115,2772,"PB1_701P"
115,2791,"PB1-P701H"
115,2825,"PB1_701P"
115,2846,"Col4a1"
115,2861,"PB1-P701H"
115,2865,"PB1_701P"
116,93,"PB1_701P"
116,194,"Col4a2"
116,248,"PB1_701P"
116,274,"PB1-P701H"
116,338,"Col4a1"
116,375,"PB1-P701H"
116,395,"PB1_701P"
116,426,"PB1-P701H"
116,670,"Col4a2"
116,1090,"Col4a2"
116,1438,"PB1_701P"
116,1444,"PB1-P701H"
116,1667,"PB1_701P"
116,1873,"PB1_701P"
116,2005,"Col4a2"
116,2060,"Col4a2"
116,2142,"PB1_701P"
116,2413,"Ifit2"
116,2495,"PB1_701P"
116,2514,"PB1-P701H"
116,2552,"PB1_701P"
116,2592,"Lamc1"
116,2808,"PB1_701P"
117,47,"Col4a1"
117,136,"Ifit3"
117,236,"PB1-P701H"
117,240,"Lamc1"
117,307,"Lamc1"
117,409,"PB1_701P"
117,445,"Fn1"
117,450,"PB1-P701H"
117,465,"PB1_701P"
117,520,"PB1_701P"
117,541,"PB1-P701H"
117,558,"PB1_701P"
117,633,"Lamc1"
